nom;prenom;date naissance;email;tel portable; tel fixe;num permis;taux de remise;adresse;adresse1;adresse2;raisonSo;SIRET;nomC societe;id client civ;id client type permis;id client ville cp;
Klein ;Amaury ;1952-09-23;amauryklein@yahoo.fr ;06 25 79 86 06 ;01 93 03 37 10;830205963798;null;259 Rue de Fleurus ;null;null;'Ntags’;'296 903 962 0686’;null;3;1;17773;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Klein ', 'Amaury ', '1952-09-23', 'amauryklein@yahoo.fr ', '06 25 79 86 06 ', '830205963798', null, '259 Rue de Fleurus ', null, null, 'Ntags’, '296 903 962 0686’, null, 3, 1, 17773);"
Claude ;Léonie ;1975-11-18;leonieclaude@yahoo.fr ;06 21 00 86 04 ;03 33 29 87 49;100803944111;null;85 Rue de la Banque ;null;null;null;null;null;2;3;27575;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Claude ', 'Léonie ', '1975-11-18', 'leonieclaude@yahoo.fr ', '06 21 00 86 04 ', '100803944111', null, '85 Rue de la Banque ', null, null, null, null, null, 2, 3, 27575);"
Barthelemy ;Lorenzo ;1990-06-29;lorenzobarthelemy@yahoo.fr ;06 03 13 37 79 ;05 42 90 74 10;150906313774;null;117 Port de Grenelle ;null;null;null;null;null;1;2;16006;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Barthelemy ', 'Lorenzo ', '1990-06-29', 'lorenzobarthelemy@yahoo.fr ', '06 03 13 37 79 ', '150906313774', null, '117 Port de Grenelle ', null, null, null, null, null, 1, 2, 16006);"
Blot ;Sarah ;1987-10-10;sarahblot@yahoo.fr ;06 30 70 15 61 ;03 56 56 47 08;370204622914;null;261 Rue du Général-Brunet ;null;null;null;null;null;3;3;18061;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Blot ', 'Sarah ', '1987-10-10', 'sarahblot@yahoo.fr ', '06 30 70 15 61 ', '370204622914', null, '261 Rue du Général-Brunet ', null, null, null, null, null, 3, 3, 18061);"
Lemoine ;Carla ;1991-03-05;carlalemoine@yahoo.fr ;06 08 16 04 80 ;03 56 49 14 12;010501403982;null;50 Rue de Belloy ;null;null;null;null;null;3;2;12466;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lemoine ', 'Carla ', '1991-03-05', 'carlalemoine@yahoo.fr ', '06 08 16 04 80 ', '10501403982', null, '50 Rue de Belloy ', null, null, null, null, null, 3, 2, 12466);"
Laurent ;Léonard ;1950-06-21;leonardlaurent@yahoo.fr ;06 14 00 86 08 ;02 89 86 63 22;330005741902;null;11 Rue Albert ;null;null;null;null;null;3;2;9623;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Laurent ', 'Léonard ', '1950-06-21', 'leonardlaurent@yahoo.fr ', '06 14 00 86 08 ', '330005741902', null, '11 Rue Albert ', null, null, null, null, null, 3, 2, 9623);"
Laborde ;Anaël ;1987-12-09;anaellaborde@yahoo.fr ;06 23 42 40 99 ;01 81 12 93 03;710207241313;null;5 Villa Gabriel ;null;null;null;null;null;2;3;35373;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Laborde ', 'Anaël ', '1987-12-09', 'anaellaborde@yahoo.fr ', '06 23 42 40 99 ', '710207241313', null, '5 Villa Gabriel ', null, null, null, null, null, 2, 3, 35373);"
Hubert ;Maxence ;1959-07-08;maxencehubert@yahoo.fr ;06 34 48 79 84 ;03 98 09 73 50;410203576525;null;39 Rue Godot-de-Mauroy ;null;null;null;null;null;2;2;32661;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Hubert ', 'Maxence ', '1959-07-08', 'maxencehubert@yahoo.fr ', '06 34 48 79 84 ', '410203576525', null, '39 Rue Godot-de-Mauroy ', null, null, null, null, null, 2, 2, 32661);"
Doucet ;Éléna ;1976-05-15;elenadoucet@yahoo.fr ;06 54 04 16 90 ;05 78 78 10 70;580701122579;null;77 Rue Gozlin ;null;null;null;null;null;2;2;27532;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Doucet ', 'Éléna ', '1976-05-15', 'elenadoucet@yahoo.fr ', '06 54 04 16 90 ', '580701122579', null, '77 Rue Gozlin ', null, null, null, null, null, 2, 2, 27532);"
Prevot ;Éloïse ;1994-01-08;eloiseprevot@yahoo.fr ;06 57 31 05 02 ;05 03 38 20 64;540607102135;1.16;124 Rue des Gravilliers ;null;null;null;null;null;2;1;792;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Prevot ', 'Éloïse ', '1994-01-08', 'eloiseprevot@yahoo.fr ', '06 57 31 05 02 ', '540607102135', 1.16, '124 Rue des Gravilliers ', null, null, null, null, null, 2, 1, 792);"
Lacoste ;Pierre ;1988-01-01;pierrelacoste@yahoo.fr ;06 27 60 83 43 ;05 93 11 68 40;020801036680;null;2 Boulevard de la Chapelle ;null;null;'Tagopia’;'622 372 257 8721’;null;3;3;25433;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lacoste ', 'Pierre ', '1988-01-01', 'pierrelacoste@yahoo.fr ', '06 27 60 83 43 ', '20801036680', null, '2 Boulevard de la Chapelle ', null, null, 'Tagopia’, '622 372 257 8721’, null, 3, 3, 25433);"
Lopez ;Rémi ;1959-04-25;remilopez@yahoo.fr ;06 02 38 83 82 ;03 77 78 37 46;560006930615;null;210 Cité Dupont ;null;null;null;null;null;2;1;2295;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lopez ', 'Rémi ', '1959-04-25', 'remilopez@yahoo.fr ', '06 02 38 83 82 ', '560006930615', null, '210 Cité Dupont ', null, null, null, null, null, 2, 1, 2295);"
Pichon ;Maelys ;1975-09-05;maelyspichon@yahoo.fr ;06 19 81 51 49 ;02 91 33 69 74;980104611647;null;203 Rue Jacquier ;null;null;null;null;null;3;2;1278;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Pichon ', 'Maelys ', '1975-09-05', 'maelyspichon@yahoo.fr ', '06 19 81 51 49 ', '980104611647', null, '203 Rue Jacquier ', null, null, null, null, null, 3, 2, 1278);"
Lambert ;Léane ;1950-03-25;leanelambert@yahoo.fr ;06 38 08 53 26 ;02 23 47 80 94;140100423260;null;38 Port de Grenelle ;null;null;null;null;null;1;3;6331;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lambert ', 'Léane ', '1950-03-25', 'leanelambert@yahoo.fr ', '06 38 08 53 26 ', '140100423260', null, '38 Port de Grenelle ', null, null, null, null, null, 1, 3, 6331);"
Salaun ;Maryam ;1974-04-12;maryamsalaun@yahoo.fr ;06 61 18 30 64 ;04 38 01 87 45;930302861505;null;246 Boulevard Beaumarchais ;null;null;null;null;null;1;1;9013;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Salaun ', 'Maryam ', '1974-04-12', 'maryamsalaun@yahoo.fr ', '06 61 18 30 64 ', '930302861505', null, '246 Boulevard Beaumarchais ', null, null, null, null, null, 1, 1, 9013);"
Billard ;Alexandra ;1992-12-21;alexandrabillard@yahoo.fr ;06 68 57 17 96 ;01 93 50 07 08;160507974054;null;213 Impasse de l''Église ;null;null;null;null;null;2;3;28477;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Billard ', 'Alexandra ', '1992-12-21', 'alexandrabillard@yahoo.fr ', '06 68 57 17 96 ', '160507974054', null, '213 Impasse de l''Église ', null, null, null, null, null, 2, 3, 28477);"
Camus ;Jasmine ;1979-04-14;jasminecamus@yahoo.fr ;06 45 18 11 00 ;01 08 05 84 16;510701620767;null;273 Rue Gerbert ;null;null;null;null;null;2;2;23961;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Camus ', 'Jasmine ', '1979-04-14', 'jasminecamus@yahoo.fr ', '06 45 18 11 00 ', '510701620767', null, '273 Rue Gerbert ', null, null, null, null, null, 2, 2, 23961);"
David ;Agathe ;1961-09-21;agathedavid@yahoo.fr ;06 10 26 49 68 ;01 51 80 34 24;120808372370;null;35 Rue Balard ;null;null;'Eabox’;'622 372 257 8721’;'Andre Zoé’;3;3;20976;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('David ', 'Agathe ', '1961-09-21', 'agathedavid@yahoo.fr ', '06 10 26 49 68 ', '120808372370', null, '35 Rue Balard ', null, null, 'Eabox’, '622 372 257 8721’, 'Andre Zoé’, 3, 3, 20976);"
Villain ;Émile ;1956-06-09;emilevillain@yahoo.fr ;06 50 21 26 17 ;02 02 19 10 34;270801842855;null;248 Rue Éblé ;null;null;null;null;null;2;3;29235;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Villain ', 'Émile ', '1956-06-09', 'emilevillain@yahoo.fr ', '06 50 21 26 17 ', '270801842855', null, '248 Rue Éblé ', null, null, null, null, null, 2, 3, 29235);"
Blondeau ;Anaëlle ;1998-08-04;anaelleblondeau@yahoo.fr ;06 66 41 77 71 ;02 19 66 31 53;320001116531;null;208 Rue Dupetit-Thouars ;null;null;null;null;null;2;1;33430;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Blondeau ', 'Anaëlle ', '1998-08-04', 'anaelleblondeau@yahoo.fr ', '06 66 41 77 71 ', '320001116531', null, '208 Rue Dupetit-Thouars ', null, null, null, null, null, 2, 1, 33430);"
Lacombe ;Jérémy ;1962-02-27;jeremylacombe@free.fr ;06 57 03 36 86 ;05 78 47 10 17;860001410829;null;258 Passage Hennel ;null;null;null;null;null;1;3;3380;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Lacombe ', 'Jérémy ', '1962-02-27', 'jeremylacombe@free.fr ', '06 57 03 36 86 ', '860001410829', null, '258 Passage Hennel ', null, null, null, null, null, 1, 3, 3380);"
Billard ;Evan ;1965-06-09;evanbillard@free.fr ;06 81 28 66 79 ;03 48 63 83 90;790809670802;null;245 Avenue du Docteur-Lannelongue ;null;null;null;null;null;3;3;5940;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Billard ', 'Evan ', '1965-06-09', 'evanbillard@free.fr ', '06 81 28 66 79 ', '790809670802', null, '245 Avenue du Docteur-Lannelongue ', null, null, null, null, null, 3, 3, 5940);"
Monnet ;Marwane ;1969-09-24;marwanemonnet@free.fr ;06 31 69 60 89 ;03 69 83 07 52;010806431783;1.1;3 Boulevard Delessert ;null;null;null;null;null;3;1;6642;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Monnet ', 'Marwane ', '1969-09-24', 'marwanemonnet@free.fr ', '06 31 69 60 89 ', '10806431783', 1.1, '3 Boulevard Delessert ', null, null, null, null, null, 3, 1, 6642);"
Dujardin ;Yohan ;1971-05-15;yohandujardin@free.fr ;06 71 32 21 87 ;01 25 58 83 01;820709072737;null;109 Cité Dubourg ;null;null;null;null;null;1;3;14999;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Dujardin ', 'Yohan ', '1971-05-15', 'yohandujardin@free.fr ', '06 71 32 21 87 ', '820709072737', null, '109 Cité Dubourg ', null, null, null, null, null, 1, 3, 14999);"
Charrier ;Nicolas ;1962-05-17;nicolascharrier@free.fr ;06 64 66 16 29 ;05 57 86 47 23;820605005944;null;176 Avenue Frochot ;null;null;null;null;null;1;2;11782;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Charrier ', 'Nicolas ', '1962-05-17', 'nicolascharrier@free.fr ', '06 64 66 16 29 ', '820605005944', null, '176 Avenue Frochot ', null, null, null, null, null, 1, 2, 11782);"
Morel ;Lilian ;1975-09-30;lilianmorel@free.fr ;06 26 47 63 81 ;01 12 88 10 77;830306723988;null;197 Passerelle Debilly ;null;null;null;null;null;3;3;3797;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Morel ', 'Lilian ', '1975-09-30', 'lilianmorel@free.fr ', '06 26 47 63 81 ', '830306723988', null, '197 Passerelle Debilly ', null, null, null, null, null, 3, 3, 3797);"
Navarro ;Katell ;1991-08-26;katellnavarro@free.fr ;06 14 41 83 94 ;04 43 85 53 37;180702431580;null;70 Rue Desprez ;null;null;null;null;null;1;1;5940;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Navarro ', 'Katell ', '1991-08-26', 'katellnavarro@free.fr ', '06 14 41 83 94 ', '180702431580', null, '70 Rue Desprez ', null, null, null, null, null, 1, 1, 5940);"
Bodin ;Chaïma ;1991-09-17;chaimabodin@free.fr ;06 40 24 97 95 ;01 15 00 48 82;440700354289;null;93 Place du Cardinal-Amette ;null;null;null;null;null;2;3;35662;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bodin ', 'Chaïma ', '1991-09-17', 'chaimabodin@free.fr ', '06 40 24 97 95 ', '440700354289', null, '93 Place du Cardinal-Amette ', null, null, null, null, null, 2, 3, 35662);"
Briand ;Clara ;1976-07-18;clarabriand@free.fr ;06 10 65 04 78 ;02 16 46 17 83;350204356250;null;63 Rue Eugène-Varlin ;null;null;null;null;null;2;2;8344;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Briand ', 'Clara ', '1976-07-18', 'clarabriand@free.fr ', '06 10 65 04 78 ', '350204356250', null, '63 Rue Eugène-Varlin ', null, null, null, null, null, 2, 2, 8344);"
Michaud ;Adrien ;1992-10-19;adrienmichaud@free.fr ;06 93 56 94 71 ;04 37 45 73 77;970207810782;null;189 Rue Giffard ;null;null;null;null;null;1;1;19897;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Michaud ', 'Adrien ', '1992-10-19', 'adrienmichaud@free.fr ', '06 93 56 94 71 ', '970207810782', null, '189 Rue Giffard ', null, null, null, null, null, 1, 1, 19897);"
Pichon ;Nina ;1998-08-05;ninapichon@free.fr ;06 42 54 44 29 ;02 69 18 38 59;140109803464;null;71 Square Georges-Contenot ;null;null;null;null;null;2;1;32069;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Pichon ', 'Nina ', '1998-08-05', 'ninapichon@free.fr ', '06 42 54 44 29 ', '140109803464', null, '71 Square Georges-Contenot ', null, null, null, null, null, 2, 1, 32069);"
Delaunay ;Fabrice ;1988-03-13;fabricedelaunay@free.fr ;06 92 16 05 42 ;04 51 29 58 28;650900702501;null;90 Rue Eugène-Delacroix ;null;null;'Gigaclub’;'076 310 150 2162’;null;3;2;26587;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Delaunay ', 'Fabrice ', '1988-03-13', 'fabricedelaunay@free.fr ', '06 92 16 05 42 ', '650900702501', null, '90 Rue Eugène-Delacroix ', null, null, 'Gigaclub’, '076 310 150 2162’, null, 3, 2, 26587);"
Bouchard ;Jérémy ;1989-01-14;jeremybouchard@free.fr ;06 98 25 11 73 ;01 47 54 75 75;160400513306;1.16;260 Cour du Cantal ;null;null;null;null;null;2;1;21380;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Bouchard ', 'Jérémy ', '1989-01-14', 'jeremybouchard@free.fr ', '06 98 25 11 73 ', '160400513306', 1.16, '260 Cour du Cantal ', null, null, null, null, null, 2, 1, 21380);"
Renaud ;Clara ;1970-01-21;clararenaud@free.fr ;06 92 83 34 90 ;04 11 83 62 57;630209501870;null;253 Avenue du Général-Sarrail ;null;null;null;null;null;3;2;34812;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Renaud ', 'Clara ', '1970-01-21', 'clararenaud@free.fr ', '06 92 83 34 90 ', '630209501870', null, '253 Avenue du Général-Sarrail ', null, null, null, null, null, 3, 2, 34812);"
Carpentier ;Romane ;1981-08-25;romanecarpentier@free.fr ;06 38 44 41 97 ;02 38 92 46 97;370300450150;null;170 Rue Émile-Faguet ;null;null;null;null;null;2;1;617;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Carpentier ', 'Romane ', '1981-08-25', 'romanecarpentier@free.fr ', '06 38 44 41 97 ', '370300450150', null, '170 Rue Émile-Faguet ', null, null, null, null, null, 2, 1, 617);"
Grenier ;Romain ;1996-12-22;romaingrenier@free.fr ;06 40 49 11 11 ;04 17 99 84 03;310900371298;1.14;5 Boulevard Émile-Augier ;null;null;null;null;null;2;3;33685;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Grenier ', 'Romain ', '1996-12-22', 'romaingrenier@free.fr ', '06 40 49 11 11 ', '310900371298', 1.14, '5 Boulevard Émile-Augier ', null, null, null, null, null, 2, 3, 33685);"
Menard ;Manon ;1956-06-29;manonmenard@free.fr ;06 49 70 06 27 ;02 89 82 23 14;930200231684;null;61 Place Franz-Liszt ;null;null;'Zoombox’;'041 693 374 3745’;'Marques Clémence’;2;2;5891;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Menard ', 'Manon ', '1956-06-29', 'manonmenard@free.fr ', '06 49 70 06 27 ', '930200231684', null, '61 Place Franz-Liszt ', null, null, 'Zoombox’, '041 693 374 3745’, 'Marques Clémence’, 2, 2, 5891);"
Gaudin ;Zacharis ;1994-12-29;zacharisgaudin@free.fr ;06 96 97 85 57 ;04 84 20 78 93;730506824370;null;126 Rue de la Glacière ;null;null;null;null;null;3;3;24137;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Gaudin ', 'Zacharis ', '1994-12-29', 'zacharisgaudin@free.fr ', '06 96 97 85 57 ', '730506824370', null, '126 Rue de la Glacière ', null, null, null, null, null, 3, 3, 24137);"
Picard ;Yanis ;1955-06-30;yanispicard@free.fr ;06 81 03 95 56 ;03 97 34 58 89;010904171425;null;47 Pont des Invalides ;null;null;null;null;null;2;2;30410;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Picard ', 'Yanis ', '1955-06-30', 'yanispicard@free.fr ', '06 81 03 95 56 ', '10904171425', null, '47 Pont des Invalides ', null, null, null, null, null, 2, 2, 30410);"
Rodrigues ;Marwane ;1964-06-26;marwanerodrigues@sfr.fr ;06 38 62 10 71 ;05 17 70 47 26;530702024608;null;40 Passage de Gergovie ;null;null;null;null;null;2;2;1707;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Rodrigues ', 'Marwane ', '1964-06-26', 'marwanerodrigues@sfr.fr ', '06 38 62 10 71 ', '530702024608', null, '40 Passage de Gergovie ', null, null, null, null, null, 2, 2, 1707);"
Marquet ;Antonin ;1965-01-24;antoninmarquet@sfr.fr ;06 73 11 31 84 ;04 87 14 23 19;180605256942;null;248 Place d''Israël ;null;null;null;null;null;2;3;1008;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Marquet ', 'Antonin ', '1965-01-24', 'antoninmarquet@sfr.fr ', '06 73 11 31 84 ', '180605256942', null, '248 Place d''Israël ', null, null, null, null, null, 2, 3, 1008);"
Monnier ;Manon ;1977-12-30;manonmonnier@sfr.fr ;06 99 83 73 23 ;04 27 92 25 51;110804544681;null;45 Rue Edgar-Poë ;null;null;null;null;null;1;3;18971;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Monnier ', 'Manon ', '1977-12-30', 'manonmonnier@sfr.fr ', '06 99 83 73 23 ', '110804544681', null, '45 Rue Edgar-Poë ', null, null, null, null, null, 1, 3, 18971);"
Andre ;Alicia ;1977-08-23;aliciaandre@sfr.fr ;06 30 52 70 04 ;05 15 71 36 36;790808176415;1.14;108 Rue du Faubourg-Saint-Honoré ;null;null;null;null;null;3;2;28750;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Andre ', 'Alicia ', '1977-08-23', 'aliciaandre@sfr.fr ', '06 30 52 70 04 ', '790808176415', 1.14, '108 Rue du Faubourg-Saint-Honoré ', null, null, null, null, null, 3, 2, 28750);"
Grenier ;Kevin ;1986-12-27;kevingrenier@sfr.fr ;06 85 23 19 81 ;02 43 50 13 30;050801175331;null;35 Place du Docteur-Navarre ;null;null;null;null;null;2;3;28512;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Grenier ', 'Kevin ', '1986-12-27', 'kevingrenier@sfr.fr ', '06 85 23 19 81 ', '50801175331', null, '35 Place du Docteur-Navarre ', null, null, null, null, null, 2, 3, 28512);"
Dujardin ;Eva ;1970-04-30;evadujardin@sfr.fr ;06 42 02 58 94 ;02 50 33 94 58;980406334795;null;189 Rue Durantin ;null;null;null;null;null;1;2;17978;"INSERT INTO client (nom_client, prenom_client, dateN_client, email_client, tel_client, num_permis, taux_remise, add_facturation, add1_client, add2_client, raisonS_societe, siret_societe, nomC_societe, id_client_civ, id_client_type_permis, id_client_villecp) VALUES ('Dujardin ', 'Eva ', '1970-04-30', 'evadujardin@sfr.fr ', '06 42 02 58 94 ', '980406334795', null, '189 Rue Durantin ', null, null, null, null, null, 1, 2, 17978);"
